ID,text,ckpt,quant,compile,offload,vae,fast,lowres,temporal,Overall Peak VRAM alloc (MB),Overall Peak VRAM reserved (MB),Diffusion Peak VRAM alloc (MB),Diffusion Peak VRAM reserved (MB),Text Peak VRAM alloc (MB),Total Seconds,tSSIM,tLPIPS,CLIP sim,motion_verdict,decision,visual_notes
text-precompute__ckpt-distilled__q-int8__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-1,precompute,distilled,int8,1,none,1,1,0,1,13624.8,13654.0,4531.9,5460.0,13624.8,19.7041,0.992012,0.002953,0.308041,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-precompute__ckpt-distilled__q-int8__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-0,precompute,distilled,int8,1,none,1,1,1,0,13624.8,13654.0,4531.1,5328.0,13624.8,20.0119,0.978138,0.005931,0.318898,движение слабое; выглядит почти статично,"условно: красивое лицо, но движение слабее base","визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-precompute__ckpt-distilled__q-int8__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-1,precompute,distilled,int8,1,none,1,1,1,1,13624.8,13654.0,4531.1,4942.0,13624.8,18.8752,0.994552,0.001955,0.315056,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled чище и улыбчивее, но движение более слабое; INT8 визуально приемлем, но по памяти в этом запуске невыгоден; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-precompute__ckpt-distilled_fp8__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-0,precompute,distilled_fp8,none,0,none,0,1,0,0,15184.8,15548.0,6092.3,6460.0,15184.8,3.6853,0.968438,0.008441,0.309514,движение умеренное,второстепенно/не приоритет,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение"
text-precompute__ckpt-distilled_fp8__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-1,precompute,distilled_fp8,none,0,none,0,1,0,1,15184.8,15548.0,6092.3,6462.0,15184.8,2.2416,0.991133,0.003237,0.30722,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным"
text-precompute__ckpt-distilled_fp8__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-0,precompute,distilled_fp8,none,0,none,0,1,1,0,15184.8,15548.0,6092.3,6460.0,15184.8,2.6123,0.979332,0.005942,0.318991,движение слабое; выглядит почти статично,"условно: красивое лицо, но движение слабее base","визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется"
text-precompute__ckpt-distilled_fp8__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-1,precompute,distilled_fp8,none,0,none,0,1,1,1,15184.8,15548.0,6092.3,6462.0,15184.8,3.5853,0.995906,0.001475,0.314398,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным"
text-precompute__ckpt-distilled_fp8__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-0,precompute,distilled_fp8,none,0,none,1,1,0,0,15184.8,15548.0,6092.3,6460.0,15184.8,3.2292,0.968438,0.008441,0.309514,движение умеренное,второстепенно/не приоритет,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-precompute__ckpt-distilled_fp8__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-1,precompute,distilled_fp8,none,0,none,1,1,0,1,15184.8,15548.0,6092.3,6462.0,15184.8,2.9577,0.991133,0.003237,0.30722,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-precompute__ckpt-distilled_fp8__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-0,precompute,distilled_fp8,none,0,none,1,1,1,0,15184.8,15548.0,6092.3,6460.0,15184.8,2.9856,0.979332,0.005942,0.318991,движение слабое; выглядит почти статично,"условно: красивое лицо, но движение слабее base","визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-precompute__ckpt-distilled_fp8__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-1,precompute,distilled_fp8,none,0,none,1,1,1,1,15184.8,15548.0,6092.3,6462.0,15184.8,1.8453,0.995906,0.001475,0.314398,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-precompute__ckpt-distilled_fp8__q-none__compile-0__offload-group__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-0,precompute,distilled_fp8,none,0,group,0,1,0,0,9110.5,9134.0,16.8,380.0,9110.5,14.7654,0.968438,0.008441,0.309514,движение умеренное,второстепенно/не приоритет,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-distilled_fp8__q-none__compile-0__offload-group__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-1,precompute,distilled_fp8,none,0,group,0,1,0,1,9110.5,9134.0,16.8,730.0,9110.5,13.6109,0.991133,0.003237,0.30722,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-distilled_fp8__q-none__compile-0__offload-group__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-0,precompute,distilled_fp8,none,0,group,0,1,1,0,9110.5,9134.0,16.8,786.0,9110.5,11.7995,0.979332,0.005942,0.318991,движение слабое; выглядит почти статично,"условно: красивое лицо, но движение слабее base","визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-distilled_fp8__q-none__compile-0__offload-group__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-1,precompute,distilled_fp8,none,0,group,0,1,1,1,9110.5,9134.0,16.8,424.0,9110.5,15.4016,0.995906,0.001475,0.314398,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-distilled_fp8__q-none__compile-0__offload-group__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-0,precompute,distilled_fp8,none,0,group,1,1,0,0,9110.5,9134.0,16.8,380.0,9110.5,13.3393,0.968438,0.008441,0.309514,движение умеренное,второстепенно/не приоритет,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-distilled_fp8__q-none__compile-0__offload-group__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-1,precompute,distilled_fp8,none,0,group,1,1,0,1,9110.5,9134.0,16.8,730.0,9110.5,15.4501,0.991133,0.003237,0.30722,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-distilled_fp8__q-none__compile-0__offload-group__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-0,precompute,distilled_fp8,none,0,group,1,1,1,0,9110.5,9134.0,16.8,786.0,9110.5,13.7182,0.979332,0.005942,0.318991,движение слабое; выглядит почти статично,"условно: красивое лицо, но движение слабее base","визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-distilled_fp8__q-none__compile-0__offload-group__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-1,precompute,distilled_fp8,none,0,group,1,1,1,1,9110.5,9134.0,16.8,424.0,9110.5,13.8024,0.995906,0.001475,0.314398,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-0,precompute,distilled_fp8,none,1,none,0,1,0,0,15184.8,15548.0,6092.0,6476.0,15184.8,11.1194,0.969068,0.008446,0.30683,движение умеренное,второстепенно/не приоритет,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; compile визуально не меняет, но в этом запуске сильно замедлил"
text-precompute__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-1,precompute,distilled_fp8,none,1,none,0,1,0,1,15184.8,15548.0,6092.1,6462.0,15184.8,11.0847,0.99091,0.003298,0.306141,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил"
text-precompute__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-0,precompute,distilled_fp8,none,1,none,0,1,1,0,15184.8,15548.0,6092.2,6460.0,15184.8,10.7576,0.978678,0.006027,0.319495,движение слабое; выглядит почти статично,"условно: красивое лицо, но движение слабее base","визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; compile визуально не меняет, но в этом запуске сильно замедлил"
text-precompute__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-1,precompute,distilled_fp8,none,1,none,0,1,1,1,15184.8,15548.0,6092.0,6492.0,15184.8,10.2687,0.995844,0.001515,0.314321,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил"
text-precompute__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-0,precompute,distilled_fp8,none,1,none,1,1,0,0,15184.8,15548.0,6092.0,6476.0,15184.8,11.3691,0.967936,0.008647,0.308547,движение умеренное,второстепенно/не приоритет,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-precompute__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-1,precompute,distilled_fp8,none,1,none,1,1,0,1,15184.8,15548.0,6092.1,6462.0,15184.8,10.1274,0.99091,0.003298,0.306141,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-precompute__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-0,precompute,distilled_fp8,none,1,none,1,1,1,0,15184.8,15548.0,6092.2,6460.0,15184.8,10.6201,0.978747,0.00601,0.318939,движение слабое; выглядит почти статично,"условно: красивое лицо, но движение слабее base","визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-precompute__ckpt-distilled_fp8__q-none__compile-1__offload-none__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-1,precompute,distilled_fp8,none,1,none,1,1,1,1,15184.8,15548.0,6092.0,6492.0,15184.8,10.3244,0.996105,0.001431,0.314403,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-precompute__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-0,precompute,distilled_fp8,none,1,group,0,1,0,0,9110.5,9134.0,17.6,392.0,9110.5,39.8168,0.967485,0.00859,0.309936,движение умеренное,второстепенно/не приоритет,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; compile визуально не меняет, но в этом запуске сильно замедлил; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-1,precompute,distilled_fp8,none,1,group,0,1,0,1,9110.5,9134.0,16.8,820.0,9110.5,20.7181,0.991073,0.003251,0.306391,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-0,precompute,distilled_fp8,none,1,group,0,1,1,0,9110.5,9134.0,16.8,878.0,9110.5,25.2369,0.979455,0.005886,0.318594,движение слабое; выглядит почти статично,"условно: красивое лицо, но движение слабее base","визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; compile визуально не меняет, но в этом запуске сильно замедлил; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-1,precompute,distilled_fp8,none,1,group,0,1,1,1,9110.5,9134.0,16.8,488.0,9110.5,28.3316,0.995678,0.001561,0.315644,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-0,precompute,distilled_fp8,none,1,group,1,1,0,0,9110.5,9134.0,17.6,392.0,9110.5,22.0145,0.967485,0.00859,0.309936,движение умеренное,второстепенно/не приоритет,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-1,precompute,distilled_fp8,none,1,group,1,1,0,1,9110.5,9134.0,16.8,820.0,9110.5,23.1484,0.991073,0.003251,0.306391,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-0,precompute,distilled_fp8,none,1,group,1,1,1,0,9110.5,9134.0,16.8,878.0,9110.5,24.5649,0.979455,0.005886,0.318594,движение слабое; выглядит почти статично,"условно: красивое лицо, но движение слабее base","визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-precompute__ckpt-distilled_fp8__q-none__compile-1__offload-group__vae-tiling-1__fast-steps-1__lowres-1__temporal-sub-1,precompute,distilled_fp8,none,1,group,1,1,1,1,9110.5,9134.0,16.8,488.0,9110.5,23.5319,0.995678,0.001561,0.315644,почти статично / риск «застывания»,не брать: слишком статично для требования «не застыло»,"визуально совпадает с original при том же seed; выигрыш только после выгрузки T5; distilled_fp8 похож на distilled: чистое лицо, но малое движение; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; compile визуально не меняет, но в этом запуске сильно замедлил; VAE tiling визуально и по памяти на 512 почти не изменил результат; group offload резко снижает измеренную VRAM, но переносит нагрузку в CPU/RAM"
text-none_zero__ckpt-base__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-0__lowres-0__temporal-sub-0,none_zero,base,none,0,none,0,0,0,0,13585.7,13988.0,10661.4,12160.0,13585.7,4.7292,0.88813,0.01161,,движение заметное; не застыло,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; base даёт больше реального движения волос/лица"
text-none_zero__ckpt-base__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-0__lowres-0__temporal-sub-1,none_zero,base,none,0,none,0,0,0,1,13585.7,13988.0,7659.9,8660.0,13585.7,2.8611,0.980014,0.002516,,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; base даёт больше реального движения волос/лица; temporal subsample/interpolation сглаживает и делает ролик более статичным"
text-none_zero__ckpt-base__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-0__lowres-1__temporal-sub-0,none_zero,base,none,0,none,0,0,1,0,13585.7,13988.0,7970.4,8976.0,13585.7,2.9603,0.933247,0.031126,,движение умеренное,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется"
text-none_zero__ckpt-base__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-0__lowres-1__temporal-sub-1,none_zero,base,none,0,none,0,0,1,1,13585.7,13988.0,6282.0,7026.0,13585.7,2.892,0.988811,0.013371,,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным"
text-none_zero__ckpt-base__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-0,none_zero,base,none,0,none,0,1,0,0,13585.7,13988.0,10661.4,12160.0,13585.7,2.4842,0.875936,0.01254,,очень заметное движение; точно не застыло,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; base даёт больше реального движения волос/лица"
text-none_zero__ckpt-base__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-0__temporal-sub-1,none_zero,base,none,0,none,0,1,0,1,13585.7,13988.0,7659.9,8660.0,13585.7,2.1908,0.977542,0.002798,,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; base даёт больше реального движения волос/лица; temporal subsample/interpolation сглаживает и делает ролик более статичным"
text-none_zero__ckpt-base__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-0,none_zero,base,none,0,none,0,1,1,0,13585.7,13988.0,7970.4,8976.0,13585.7,1.9857,0.922376,0.034422,,движение заметное; не застыло,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется"
text-none_zero__ckpt-base__q-none__compile-0__offload-none__vae-tiling-0__fast-steps-1__lowres-1__temporal-sub-1,none_zero,base,none,0,none,0,1,1,1,13585.7,13988.0,6282.0,7026.0,13585.7,2.0235,0.987292,0.014703,,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным"
text-none_zero__ckpt-base__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-0__lowres-0__temporal-sub-0,none_zero,base,none,0,none,1,0,0,0,13585.7,13988.0,10661.4,12160.0,13585.7,5.0016,0.88813,0.01161,,движение заметное; не застыло,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; base даёт больше реального движения волос/лица; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-base__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-0__lowres-0__temporal-sub-1,none_zero,base,none,0,none,1,0,0,1,13585.7,13988.0,7659.9,8660.0,13585.7,3.3446,0.980014,0.002516,,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; base даёт больше реального движения волос/лица; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-base__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-0__lowres-1__temporal-sub-0,none_zero,base,none,0,none,1,0,1,0,13585.7,13988.0,7970.4,8976.0,13585.7,3.3664,0.933247,0.031126,,движение умеренное,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-base__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-0__lowres-1__temporal-sub-1,none_zero,base,none,0,none,1,0,1,1,13585.7,13988.0,6282.0,7026.0,13585.7,2.6613,0.988811,0.013371,,движение слабое; выглядит почти статично,не брать: слишком статично для требования «не застыло»,"нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; base даёт больше реального движения волос/лица; lowres 384→512: лицо мягче/мыльнее, но движение сохраняется; temporal subsample/interpolation сглаживает и делает ролик более статичным; VAE tiling визуально и по памяти на 512 почти не изменил результат"
text-none_zero__ckpt-base__q-none__compile-0__offload-none__vae-tiling-1__fast-steps-1__lowres-0__temporal-sub-0,none_zero,base,none,0,none,1,1,0,0,13585.7,13988.0,10661.4,12160.0,13585.7,3.0148,0.875936,0.01254,,очень заметное движение; точно не застыло,"только экспериментально: экономит текстовую часть, но теряется управление промптом","нет текстового управления: лицо/сцена становятся обобщёнными, качество по промпту не оценивать; base даёт больше реального движения волос/лица; VAE tiling визуально и по памяти на 512 почти не изменил результат"
